Suchbegriff aus hochgeladener Datei;Wirkstoff;Markenname des Medikaments;ATC-Code;Kapitelname;Satz, der das Wort enthält;Link zur Online-Referenz
afrikanischer;Beta-Sitosterin;"Praluent®";"C10AX14";Eigenschaften/Wirkungen;"Die Studien 3 und 4 waren multizentrische, placebokontrollierte Doppelblindstudien, in denen alle Patienten randomisiert Praluent (490 Patienten) oder Placebo (245 Patienten) erhielten. Die Studien waren hinsichtlich des Versuchsprotokolls und der Auswahlkriterien vergleichbar. Alle Patienten litten unter HeFH, nahmen Statine in der maximal verträglichen Dosis mit oder ohne weitere lipidmodifizierende Therapien ein und bei allen Patienten war eine stärkere Senkung der LDL-C-Werte erforderlich. Das Durchschnittsalter betrug 52 Jahre (Spanne: 20–87 Jahre), 45% waren Frauen, 94% kaukasischer Herkunft, 1% afrikanischer Herkunft und 3% hispanischer/lateinamerikanischer Herkunft. Insgesamt wiesen 45% der HeFH-Patienten auch eine manifeste kardiovaskuläre Erkrankung auf. Der durchschnittliche LDL-C-Ausgangswert lag bei 3,65 mmol/l.";https://amiko.oddb.org/de/fi?gtin=65661&highlight=afrikanischer&anchor=section13
afrikanischer;Beta-Sitosterin;"Praluent®";"C10AX14";Eigenschaften/Wirkungen;"Studie 5 war eine multizentrische, placebokontrollierte Doppelblindstudie, in der die Patienten randomisiert entweder 150 mg Praluent alle 2 Wochen (72 Patienten) oder Placebo (35 Patienten) erhielten. Die Patienten litten unter HeFH und ihr LDL-C-Ausgangswert lag trotz der Einnahme eines Statins in der maximal verträglichen Dosis mit oder ohne weitere lipidmodifizierende Therapien über 4,14 mmol/l. Das Durchschnittsalter betrug 51 Jahre (Spanne: 18–80 Jahre), 47% waren Frauen, 88% kaukasischer Herkunft, 2% afrikanischer Herkunft und 6% hispanischer/lateinamerikanischer Herkunft. Insgesamt litten 50% unter einer manifesten kardiovaskulären Erkrankung. Der durchschnittliche LDL-C-Ausgangswert lag bei 5,13 mmol/l.";https://amiko.oddb.org/de/fi?gtin=65661&highlight=afrikanischer&anchor=section13
afrikanischer;Albiglutid;"Eperzan®";"A10BX13";Kinetik;"Nach den Ergebnissen populationspharmakokinetischer Analysen an Patienten weisser Hautfarbe, afroamerikanischen Patienten/Patienten afrikanischer Abstammung, Patienten asiatischer und hispano-/nicht-hispanoamerikanischer Abstammung hatten Hautfarbe bzw. ethnische Abstammung keinen klinisch relevanten Einfluss auf die Eperzan-Clearance.";https://amiko.oddb.org/de/fi?gtin=63223&highlight=afrikanischer&anchor=section14
afrikanischer;Humaner Papillomvirus-Impfstoff (Typen 16,18);"Cervarix®";"J07BM02";Eigenschaften/Wirkungen;"Studie HPV-008 war eine kontrollierte, randomisierte, doppelblinde Studie. Hier erhielten 18'665 gesunde Frauen im Alter von 15 bis 25 Jahren Cervarix oder einen Hepatitis A-Impfstoff als Kontrolle in einem 3 Dosenschema (0, 1, 6 Monate). Von den Frauen waren 54,8% kaukasischer, 31,5% asiatischer, 7,1% hispanischer, 3,7% afrikanischer und 2,9% von einer anderen ethnischen Herkunft.";https://amiko.oddb.org/de/fi?gtin=57814&highlight=afrikanischer&anchor=section13
Allel;lumacaftor / ivacaftor;"Orkambi";"R07AX30";Vorsichtsmassnahmen;"Lumacaftor/Ivacaftor ist nicht wirksam bei CF-Patienten mit der F508del-Mutation auf einem Allel plus einem zweiten Allel mit einer Mutation, die voraussichtlich zu einer fehlenden CFTR-Produktion führt, oder die in vitro auf Ivacaftor nicht anspricht (siehe „Eigenschaften/Wirkungen“).";https://amiko.oddb.org/de/fi?gtin=65981&highlight=Allel&anchor=section7
Allel;lumacaftor / ivacaftor;"Orkambi";"R07AX30";Vorsichtsmassnahmen;"Lumacaftor/Ivacaftor wurde nicht bei CF-Patienten untersucht, die eine Gating-Mutation (Klasse III) im CFTR-Gen auf einem Allel, mit oder ohne die F508del-Mutation auf dem anderen Allel haben. Da die Ivacaftor-Exposition bei Gabe in Kombination mit Lumacaftor sehr deutlich reduziert ist, sollte Lumacaftor/Ivacaftor bei diesen Patienten nicht angewendet werden.";https://amiko.oddb.org/de/fi?gtin=65981&highlight=Allel&anchor=section7
Allel;lumacaftor / ivacaftor;"Orkambi";"R07AX30";Eigenschaften/Wirkungen;"Studie 4 war eine multizentrische, doppelblinde, randomisierte, placebokontrollierte Phase-2-Studie mit 125 CF-Patienten ab 18 Jahren, die ein ppFEV1 von 40 bis einschliesslich 90 hatten und die F508del-Mutation auf einem Allel plus ein zweites Allel mit einer Mutation, die voraussichtlich zu einer fehlenden CFTR-Produktion oder einem CFTR-Protein führt, das in vitro auf Ivacaftor nicht anspricht, aufweisen.";https://amiko.oddb.org/de/fi?gtin=65981&highlight=Allel&anchor=section13
Allel;Lamivudin und Abacavir;"Kivexa®";"J05AR02";Vorsichtsmassnahmen;"Unter Abacavir besteht das Risiko von Hypersensitivitätsreaktionen (HSR), die gekennzeichnet sind durch Fieber und/oder Hautausschlag und weitere Symptome, die auf eine Multiorganbeteiligung hinweisen. HSR können lebensbedrohlich sein und ohne angemessene Behandlung auch tödlich verlaufen. Das HSR-Risiko unter Abacavir ist bei Trägern des HLA-B*5701-Allels signifikant erhöht. Jedoch traten HSR mit geringerer Häufigkeit auch bei Patienten auf, die dieses Allel nicht tragen.";https://amiko.oddb.org/de/fi?gtin=56977&highlight=Allel&anchor=section7
Allel;Lamivudin und Abacavir;"Kivexa®";"J05AR02";Vorsichtsmassnahmen;"– Kivexa ist kontraindiziert bei Trägern des HLA-B*5701-Allels oder bei Patienten, die unter der Behandlung mit einem anderen Abacavir-haltigen Arzneimittel (z.B. Ziagen, Trizivir, Triumeq) eine vermutete Abacavir HSR hatten, unabhängig vom HLA-B*5701-Status.";https://amiko.oddb.org/de/fi?gtin=56977&highlight=Allel&anchor=section7
Allel;Lamivudin und Abacavir;"Kivexa®";"J05AR02";Vorsichtsmassnahmen;"– Bei HSR-Verdacht muss Kivexa auch bei Patienten, die das HLA-B*5701-Allel nicht tragen, unverzüglich abgesetzt werden. Wird die Behandlung mit Kivexa nach Einsetzen einer Überempfindlichkeitsreaktion zu spät abgebrochen, kann dies zu einer lebensbedrohlichen Reaktion führen. Der klinische Zustand, einschliesslich der Werte der Leber-Aminotransferasen und des Bilirubins, muss überwacht werden.";https://amiko.oddb.org/de/fi?gtin=56977&highlight=Allel&anchor=section7
Allel;Lamivudin und Abacavir;"Kivexa®";"J05AR02";Eigenschaften/Wirkungen;"Resultate aus klinischen Studien mit dem B*5701 Allel Screening Test";https://amiko.oddb.org/de/fi?gtin=56977&highlight=Allel&anchor=section13
Allel;Lamivudin und Abacavir;"Kivexa®";"J05AR02";Eigenschaften/Wirkungen;"In der prospektiven Studie CNA106030 (PREDICT-1) führte ein Screening nach dem HLA-B*5701-Allel vor Therapiebeginn in Verbindung mit dem Verzicht auf die Gabe von Abacavir bei Patienten mit diesem Allel zu einer Senkung der Inzidenz von klinischen Verdachtsfällen von Abacavir-Hypersensitivitätsreaktionen von 7,8% (66 von 847) auf 3,4% (27 von 803) (p<0,0001) und einer Senkung der Inzidenz von Hypersensitivitätsreaktionen, die durch epikutane Patchtests bestätigt waren, von 2,7% (23 von 842) auf 0,0% (0 von 802) (p<0,0001). Basierend auf dieser Studie wird sich schätzungsweise bei 48% bis 61% der HLA-B*5701 positiven Patienten im Verlaufe der Abacavir Behandlung eine Hypersensitivitätsreaktion entwickeln im Vergleich zu 0% bis 4% bei Patienten, die das HLA-B*5701-Allel nicht tragen.";https://amiko.oddb.org/de/fi?gtin=56977&highlight=Allel&anchor=section13
Allel;Simvastatin und Ezetimib;"Inegy®";"C10BA02";Vorsichtsmassnahmen;"Patienten, die das Allel c.521T>C des SLCO1B1 Gens tragen, das ein weniger aktives OATP1B1 Protein kodiert, haben eine erhöhte systemische Exposition von Simvastatinsäure, sowie ein erhöhtes Myopathierisiko. Das Risiko einer durch hochdosiertes Simvastatin (80 mg) bedingten Myopathie liegt ohne Gentest im Allgemeinen bei 1%. Basierend auf den Ergebnissen der SEARCH-Studie haben mit 80 mg behandelte Träger des homozygoten C-Allels (auch CC genannt) ein 15%iges Risiko für eine Myopathie innerhalb eines Jahres, während das Risiko bei Trägern des heterozygoten C-Allels (CT) bei 1,5% liegt. Patienten mit dem häufigsten Genotyp (TT) haben diesbezüglich ein Risiko von 0,3% (siehe «Pharmakokinetik»). Sofern verfügbar, sollten eine Genotypisierung bezüglich des Vorliegens des C-Allels als Teil der Nutzen-Risiko-Bewertung bei einzelnen Patienten vor einer Verordnung von Simvastatin 80 mg in Betracht gezogen, sowie hohe Dosen bei identifizierten Trägern des CC-Genotyps vermieden werden. Die Abwesenheit dieses Gens bei der Genotypisierung schliesst allerdings nicht aus, dass eine Myopathie auftreten kann.";https://amiko.oddb.org/de/fi?gtin=56953&highlight=Allel&anchor=section7
Allel;Allopurinol;"Allopurinol Helvepharm";"M04AA01";Vorsichtsmassnahmen;"HLA-B*5801 Allel";https://amiko.oddb.org/de/fi?gtin=56050&highlight=Allel&anchor=section7
Allel;Allopurinol;"Allopurinol Helvepharm";"M04AA01";Vorsichtsmassnahmen;"Das Allel HLA-B*5801 ist ein genetischer Risikofaktor für das Auftreten des Hypersensibilitätssyndroms und SJS/TEN im Zusammenhang mit Allopurinol. Die Häufigkeit des Allels HLA-B*5801 variiert stark bei Menschen mit unterschiedlichem ethnischem Hintergrund: bis zu 20% bei gewissen asiatischen und afrikanischen Bevölkerungen (siehe Rubrik «Unerwünschte Wirkungen» für Details) und 1-2% bei Menschen japanischer oder europäischer Herkunft. Der Einsatz der Genotypisierung als Untersuchungsmethode zur Entscheidung über die Behandlung mit Allopurinol hat sich nicht etabliert. Wenn bekannt ist, dass der Patient Träger von HLA-B*5801 ist, kann die Verwendung von Allopurinol in Erwägung gezogen werden, wenn die Vorteile für grösser als die Risiken gehalten werden. Eine erhöhte Aufmerksamkeit für Anzeichen des Hypersensibilitätssyndroms oder SJS/TEN ist erforderlich und der Patient sollte informiert werden, dass er die Behandlung beim ersten Auftreten von Symptomen sofort unterbrechen muss.";https://amiko.oddb.org/de/fi?gtin=56050&highlight=Allel&anchor=section7
Allel;Allopurinol;"Allopurinol Helvepharm";"M04AA01";Unerwünschte Wirkungen;"Im Rahmen retrospektiver pharmakogenetischer Fall-Kontroll-Studien mit Patienten Han-chinesischer, japanischer und europäischer Abstammung wurde das Allel HLA-B*5801 als genetischer Risikofaktor für das Auftreten von SJS/TEN im Zusammenhang mit Allopurinol erkannt. In einigen Han-chinesischen, thailändischen, afrikanischen und indischen Bevölkerungsgruppen finden sich bis zu 20–30% Träger des HLA-B*5801 Allels, während sich unter den nordeuropäischen, US-europäischen und japanischen Patienten nur schätzungsweise 1–2% HLA-B*5801-Träger befinden. Bisher wurden jedoch noch keine Genotypisierungsverfahren als Screening-Werkzeug für die Entscheidung über eine Therapie mit Allopurinol eingeführt.";https://amiko.oddb.org/de/fi?gtin=56050&highlight=Allel&anchor=section11
Allel;Simvastatin;"Simvastatin Helvepharm";"C10AA01";Vorsichtsmassnahmen;"Patienten, die das Allel c.521T>C des SLCO1B1 Gens tragen, das ein weniger aktives OATP1B1 Protein kodiert, haben eine erhöhte systemische Exposition von Simvastatinsäure, sowie ein erhöhtes Myopathierisiko. Das Risiko einer durch hochdosiertes Simvastatin (80 mg) bedingten Myopathie liegt ohne Gentest im Allgemeinen bei 1%. Basierend auf den Ergebnissen der SEARCH-Studie haben mit 80 mg behandelte Träger des homozygoten C-Allels (auch CC genannt) ein 15%iges Risiko für eine Myopathie innerhalb eines Jahres, während das Risiko bei Trägern des heterozygoten C-Allels (CT) bei 1,5% liegt. Patienten mit dem häufigsten Genotyp (TT) haben diesbezüglich ein Risiko von 0,3% (siehe «Pharmakokinetik»). Sofern verfügbar, sollten eine Genotypisierung bezüglich des Vorliegens des C-Allels als Teil der Nutzen-Risiko-Bewertung bei einzelnen Patienten vor einer Verordnung von Simvastatin 80 mg in Betracht gezogen, sowie hohe Dosen bei identifizierten Trägern des CC-Genotyps vermieden werden. Die Abwesenheit dieses Gens bei der Genotypisierung schliesst allerdings nicht aus, dass eine Myopathie auftreten kann.";https://amiko.oddb.org/de/fi?gtin=56527&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Es gibt zunehmende Evidenz, dass unterschiedliche HLA-Allele bei prädisponierten Patienten eine Rolle in Zusammenhang mit unerwünschten Immunreaktionen spielen.";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Assoziation mit HLA-A*3101 Allel";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Retrospektive genetische Studien in der japanischen und nordeuropäischen Bevölkerung zeigten eine Assoziation zwischen schwerwiegenden Hautreaktionen (SJS/TEN, DRESS, AGEP) und makulopapulösen Ausschlägen im Zusammenhang mit der Anwendung von Carbamazepin und dem Vorliegen des HLA-A*3101 Allels.";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Die Frequenz dieses Allels ist sehr unterschiedlich in verschiedenen ethnischen Populationen. Die Frequenz der europäischen Bevölkerung beträgt etwa 2-5% und bei der japanischen Bevölkerung etwa 10%. Bei der Mehrheit der australischen, asiatischen, afrikanischen und nordamerikanischen Bevölkerung wird die Frequenz dieses Allels auf weniger als 5% geschätzt. Für Westeuropäische Populationen wird die Häufigkeit des HLA-A*3101-Allels je nach geographischer Region auf bis zu etwa 6.7% geschätzt. Es gibt einige Ausnahmen mit einer Frequenz von 5-12%. Bei folgenden ethnischen Gruppen wird die Frequenz auf über 15% geschätzt: Südamerika (Argentinien und Brasilien), Nordamerika (US Navajo, Sioux, und Mexico Sonora Seri) und Südindien (Tamil Nadu).";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Die hier aufgezeigte Allel-Frequenz repräsentiert den Prozentsatz der Chromosomen in den spezifizierten Populationen, die das besagte Allel tragen. Das heisst, dass der Prozentsatz an Patienten, die eine Kopie auf mindestens eines ihrer beiden Chromosomen tragen (d.h. die «Träger Frequenz») fast doppelt so hoch ist wie die Allel-Frequenz. Demzufolge ist der Prozentsatz an Patienten die gefährdet sind, fast doppelt so hoch wie die Allel-Frequenz.";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Vor Beginn einer Behandlung mit Timonil wird empfohlen Patienten, deren Abstammung ein Risiko bedeutet (z.B. Patienten aus Japan, Kaukasier) und der indigenen Bevölkerung Amerikas, Patienten spanischer und portugiesischer Abstammung, sowie Patienten südindischer und arabischer Abstammung) auf das Vorliegen des Allels HLA-A*3101 zu untersuchen (s. «Dosierung/Anwendung»). Im Falle eines positiven Befunds sollte von einer Behandlung mit Timonil abgesehen werden, es sei denn, der Nutzen ist eindeutig grösser als das Risiko. Ein Screening auf HLA-A*3101 wird im Allgemeinen nicht empfohlen bei Patienten, die schon seit längerem Timonil anwenden, da das SJS/TEN, AGEP, DRESS und makulopapulöse Ausschläge zumeist nur in den ersten Monaten der Therapie auftreten.";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Assoziation mit HLA-B*1502 Allel";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Retrospektive Studien in Patienten mit Han-Chinesischer und Thailändischer Abstammung zeigten eine starke Korrelation zwischen SJS/TEN-Hautreaktionen im Zusammenhang mit der Anwendung von Carbamazepin und dem Vorliegen des Human Leucozyte Antigen (HLA)-B*1502 Allel. Die Frequenz dieses Allels beträgt 2-12% in der Han Chinesischen Population und etwa 8% in Thailand. In asiatischen Ländern (z.B. Taiwan, Malaysia und Philippinen), in denen die Frequenz des HLA-B*1502 Allels höher ist, wird die unerwünschte Wirkung SJS häufiger gemeldet («gelegentlich» anstelle von «selten»). Die Frequenz von Trägern dieses Allels ist über 15% in den Philippinen und in einigen malaiischen Populationen. Allel-Frequenzen von bis zu 2% und 6% wurden berichtet für Korea und Indien. Die Frequenz des HLA-B*1502 Allels ist in der kaukasischen Bevölkerung vernachlässigbar, ebenso bei Afrikanern, der indigenen Bevölkerung Amerikas, Japanern und den Menschen spanischer Abstammung (<1%).";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
Allel;Carbamazepin;"Timonil®/- retard";"N03AF01";Vorsichtsmassnahmen;"Die hier aufgezeigte Allel-Frequenz repräsentiert den Prozentsatz der Chromosomen in den spezifizierten Populationen, die das besagte Allel tragen. Das heisst, dass der Prozentsatz an Patienten, die eine Kopie auf mindestens eines ihrer beiden Chromosomen tragen (d.h. die «Träger Frequenz») fast doppelt so hoch ist wie die Allel-Frequenz. Demzufolge ist der Prozentsatz an Patienten die gefährdet sind, fast doppelt so hoch wie die Allel-Frequenz.";https://amiko.oddb.org/de/fi?gtin=45723&highlight=Allel&anchor=section7
